City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Bria,CF,6.5423,21.9863,98.26,28,35,7.27,scattered clouds
470,Nushki,PK,29.5542,66.0215,102.67,5,0,6.53,clear sky
471,Fuyang,CN,32.9,115.8167,83.1,51,47,8.32,light rain
472,Comodoro Rivadavia,AR,-45.8667,-67.5,35.46,93,0,0.0,clear sky
473,Solnechnyy,RU,50.7214,136.6319,50.38,68,66,3.44,broken clouds
474,Ternate,ID,0.8,127.4,82.27,78,96,8.01,overcast clouds
475,Atar,MR,20.5169,-13.0499,104.18,16,60,5.14,broken clouds
476,Vila,PT,42.0304,-8.1588,79.74,59,24,5.57,few clouds
477,Ukwa,IN,21.9667,80.4667,96.51,24,61,3.38,broken clouds
478,Nhulunbuy,AU,-12.2333,136.7667,79.41,73,75,9.22,broken clouds
479,Gondar,ET,12.6,37.4667,84.76,15,16,9.46,few clouds
480,Tanda,IN,26.55,82.65,101.68,29,6,9.04,clear sky
481,Dubti,ET,11.7361,41.0853,106.16,13,2,6.15,clear sky
482,Ondjiva,AO,-17.0667,15.7333,84.24,21,0,9.22,clear sky
483,Los Angeles,US,34.0522,-118.2437,64.53,81,90,0.0,overcast clouds
484,Tam Ky,VN,15.5667,108.4833,89.58,85,44,5.21,scattered clouds
485,Chicama,PE,-7.8447,-79.1469,64.4,94,90,5.75,mist
486,Gizo,SB,-8.103,156.8419,81.45,84,49,17.34,light rain
487,Derzhavinsk,KZ,51.1,66.3167,89.13,27,4,16.91,clear sky
488,Lusambo,CD,-4.9667,23.45,95.99,15,61,4.32,broken clouds
489,Siquirres,CR,10.0975,-83.5066,80.4,92,83,2.82,broken clouds
490,Karratha,AU,-20.7377,116.8463,74.62,45,20,8.43,few clouds
491,Sorland,NO,67.667,12.6934,50.07,88,100,7.63,overcast clouds
492,Egvekinot,RU,66.3167,-179.1667,35.06,52,23,8.23,few clouds
493,Merauke,ID,-8.4667,140.3333,77.2,82,54,14.58,broken clouds
494,Vestmanna,FO,62.1564,-7.1664,53.6,87,90,14.97,overcast clouds
495,Dawei,MM,14.0833,98.2,80.67,87,79,3.11,broken clouds
496,Ustrzyki Dolne,PL,49.4304,22.5938,54.45,62,58,7.67,broken clouds
497,Isiro,CD,2.7739,27.616,90.48,39,74,4.38,broken clouds
498,Arlit,NE,18.7369,7.3853,109.6,5,74,16.75,broken clouds
499,Champerico,GT,14.3,-91.9167,84.34,70,100,1.97,overcast clouds
500,Srednekolymsk,RU,67.45,153.6833,59.09,38,75,9.51,broken clouds
501,Canavieiras,BR,-15.675,-38.9472,77.25,77,26,2.26,scattered clouds
502,Khani,GE,41.9563,42.9566,85.57,32,14,5.3,few clouds
503,Kathu,TH,7.9178,98.3332,88.0,83,20,5.75,few clouds
504,Khandagayty,RU,50.7333,92.05,58.39,30,5,11.3,clear sky
505,Lere,NG,10.387,8.5726,99.37,18,5,6.51,clear sky
506,Plouzane,FR,48.3833,-4.6167,75.22,44,0,3.36,clear sky
507,Ulaangom,MN,49.9811,92.0667,61.7,29,4,7.99,clear sky
508,Dingli,MT,35.8614,14.3822,75.36,61,0,8.05,clear sky
509,Ramsar,IR,36.9226,50.6426,77.0,69,40,4.61,scattered clouds
510,Ossora,RU,59.2353,163.0719,37.47,76,73,3.6,broken clouds
511,Altay,CN,47.8667,88.1167,78.67,22,0,15.37,clear sky
512,Mbini,GQ,1.574,9.6134,85.84,71,100,8.66,light rain
513,Mosquera,CO,4.7059,-74.2302,55.49,94,75,4.61,broken clouds
514,Camacha,PT,33.0833,-16.3333,69.53,73,20,13.8,few clouds
515,Council Bluffs,US,41.2619,-95.8608,56.41,94,90,4.61,overcast clouds
516,Watsa,CD,3.0372,29.5355,90.97,32,83,4.29,broken clouds
517,Alford,GB,57.2326,-2.703,73.62,54,12,13.0,few clouds
518,Jamkhed,IN,18.7362,75.3121,88.0,48,57,6.17,broken clouds
519,Yulara,AU,-25.2406,130.9889,62.44,34,96,5.75,overcast clouds
520,Mackay,AU,-21.15,149.2,64.38,88,75,8.05,broken clouds
521,Kokoda,PG,-8.8785,147.7407,74.08,95,91,0.85,overcast clouds
522,Laguna,US,38.421,-121.4238,73.76,68,1,2.98,clear sky
523,Hobyo,SO,5.3505,48.5268,82.87,70,100,25.01,overcast clouds
524,Muzhi,RU,65.3667,64.6667,49.84,35,91,13.51,overcast clouds
525,Muisne,EC,0.6,-80.0333,75.51,89,100,6.53,light rain
526,Thinadhoo,MV,0.5333,72.9333,84.58,71,73,19.46,broken clouds
527,Awjilah,LY,29.1081,21.2869,96.4,16,0,12.41,clear sky
528,Lorengau,PG,-2.0226,147.2712,79.32,89,100,12.62,overcast clouds
529,Iralaya,HN,15.0,-83.2333,79.99,75,28,6.35,scattered clouds
530,Bondoukou,CI,8.0333,-2.8,89.74,51,89,6.55,overcast clouds
531,Warrington,GB,53.3925,-2.5802,71.01,72,20,8.05,few clouds
532,Neuquen,AR,-38.9516,-68.0591,51.69,82,90,0.0,moderate rain
533,Tsumeb,NA,-19.2333,17.7167,80.15,14,34,6.22,scattered clouds
534,Hokitika,NZ,-42.7167,170.9667,47.91,82,85,4.27,overcast clouds
535,Kidero,RU,42.1932,45.9614,62.85,51,32,6.91,scattered clouds
536,Cairns,AU,-16.9167,145.7667,70.07,93,75,11.5,broken clouds
537,Santa Engracia,ES,41.9406,-1.3245,84.0,41,99,12.66,overcast clouds
538,Sao Filipe,CV,14.8961,-24.4956,73.6,78,91,14.72,overcast clouds
539,Piacabucu,BR,-10.4056,-36.4344,79.07,80,86,4.47,overcast clouds
540,Crofton,US,39.0018,-76.6875,58.95,85,1,1.99,clear sky
541,Chifeng,CN,42.2683,118.9636,64.62,54,100,13.04,overcast clouds
542,Ballitoville,ZA,-29.539,31.2144,69.24,56,0,19.55,clear sky
543,Luderitz,NA,-26.6481,15.1594,70.57,41,0,24.11,clear sky
544,Erdenet,MN,49.0333,104.0833,40.55,60,98,6.17,overcast clouds
545,Asau,RO,46.4333,26.4,61.75,66,99,1.54,overcast clouds
546,Tiznit,MA,29.5833,-9.5,79.12,44,100,7.56,overcast clouds
547,Spearfish,US,44.4908,-103.8594,52.0,76,1,4.61,clear sky
548,Nara,JP,34.6851,135.8049,71.49,46,3,1.41,clear sky
549,Hambantota,LK,6.1241,81.1185,89.94,70,20,21.34,few clouds
550,Peniche,PT,39.3558,-9.3811,77.47,83,2,10.69,clear sky
551,Mananjary,MG,-21.2167,48.3333,80.42,67,0,8.59,clear sky
552,Sioux Lookout,CA,50.1001,-91.917,50.38,93,20,3.44,few clouds
553,Smoky Lake,CA,54.1169,-112.4686,57.2,71,100,6.91,light rain
554,Sola,VU,-13.8833,167.55,77.67,94,90,5.75,overcast clouds
555,The Valley,AI,18.217,-63.0578,83.1,83,20,10.36,few clouds
556,Bayog,PH,7.8667,123.0667,75.56,97,100,2.33,overcast clouds
557,Huarmey,PE,-10.0681,-78.1522,65.19,88,97,8.41,overcast clouds
558,Okha,RU,53.5739,142.9478,35.35,83,38,9.08,scattered clouds
559,Amapa,BR,1.0,-52.0,77.25,88,33,1.77,scattered clouds
560,Casper,US,42.8666,-106.3131,39.2,87,1,4.61,clear sky
561,Aksarka,RU,66.5606,67.7975,47.28,37,59,15.01,broken clouds
562,Viedma,AR,-40.8135,-62.9967,48.96,72,60,10.78,light rain
563,Togur,RU,58.3631,82.8265,79.36,39,88,11.39,overcast clouds
564,Primero De Enero,CU,21.9469,-78.4283,76.86,83,45,4.74,scattered clouds
565,Pauini,BR,-7.7136,-66.9764,76.86,83,93,1.21,overcast clouds
566,Pitimbu,BR,-7.4706,-34.8086,77.59,76,48,10.22,scattered clouds
567,Kemin,KG,42.7846,75.6892,71.71,53,65,9.98,broken clouds
568,Blankenberge,BE,51.3131,3.1323,77.13,67,0,10.65,clear sky
569,Savasleyka,RU,55.4606,42.3207,45.77,85,100,4.94,overcast clouds
570,Menongue,AO,-14.6585,17.691,82.22,13,2,6.42,clear sky
571,Kargasok,RU,59.0556,80.8572,81.32,36,56,14.07,broken clouds
572,La Romana,DO,18.4273,-68.9728,77.0,94,20,11.23,few clouds
573,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,82,40,8.95,scattered clouds
574,Upata,VE,8.0086,-62.3989,75.24,86,87,3.09,overcast clouds
575,Clarksburg,US,39.2807,-80.3445,55.0,94,90,5.75,overcast clouds
576,Jonkoping,SE,57.7814,14.1562,78.51,36,0,9.22,clear sky
577,Ouesso,CG,1.6136,16.0517,92.82,43,58,3.96,broken clouds
578,Sur,OM,22.5667,59.5289,100.45,31,37,7.45,scattered clouds
579,Khuzhir,RU,53.1939,107.3397,41.72,76,79,9.26,broken clouds
580,Barcelos,PT,41.5388,-8.6151,78.01,94,75,11.5,broken clouds
581,Trinidad,BO,-14.8333,-64.9,62.58,94,75,8.05,broken clouds
582,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.73,65,0,1.03,clear sky
583,Puerto Colombia,CO,10.9878,-74.9547,80.69,80,100,17.18,overcast clouds
584,Bluefields,NI,12.0137,-83.7635,80.67,83,20,4.61,few clouds
585,Phuket,TH,8.0,98.25,82.62,83,20,10.54,few clouds
586,Skowhegan,US,44.7651,-69.7192,52.38,98,100,4.81,overcast clouds
587,Oranjestad,AW,12.524,-70.027,84.0,74,20,23.02,few clouds
588,Ishigaki,JP,24.3448,124.1572,81.75,83,100,14.03,overcast clouds
589,Imbituba,BR,-28.24,-48.6703,60.69,66,67,1.92,broken clouds
590,San Matias,BO,-16.3667,-58.4,70.09,59,100,7.94,overcast clouds
591,Sezze,IT,41.5033,13.0641,77.59,42,40,6.93,scattered clouds
592,Olden,NO,61.8364,6.8064,73.11,34,30,3.44,scattered clouds
593,Bambous Virieux,MU,-20.3428,57.7575,80.85,65,20,8.99,few clouds
594,Tomatlan,MX,19.9333,-105.25,71.78,52,88,3.47,overcast clouds
595,Thabazimbi,ZA,-24.5917,27.4116,66.94,47,54,14.38,broken clouds
596,Vestmannaeyjar,IS,63.4427,-20.2734,46.4,87,75,11.5,broken clouds
597,Jaciara,BR,-15.9653,-54.9683,75.67,44,98,1.05,overcast clouds
598,Muroto,JP,33.2833,134.15,69.73,77,22,1.79,few clouds
599,Tambopata,PE,-12.7333,-69.1833,71.49,94,90,3.4,light rain
600,Belmonte,BR,-15.8631,-38.8828,77.5,76,32,5.32,scattered clouds
601,Pimenta Bueno,BR,-11.6725,-61.1936,73.89,71,78,1.7,broken clouds
602,Tuscaloosa,US,33.2098,-87.5692,60.8,82,1,4.61,clear sky
603,Novikovo,RU,51.1537,37.8879,54.84,75,100,8.5,overcast clouds
604,Kosh-Agach,RU,50.0,88.6667,62.2,22,45,7.27,scattered clouds
605,Marsaxlokk,MT,35.8419,14.5431,77.61,61,0,8.05,clear sky
606,Sabha,LY,27.0377,14.4283,100.72,10,2,10.27,clear sky
607,Miandrivazo,MG,-19.5167,45.4667,87.44,34,0,5.99,clear sky
608,Laukaa,RU,58.7372,29.8453,62.89,35,97,2.39,overcast clouds
609,Zhangye,CN,38.9342,100.4517,73.47,13,40,2.8,scattered clouds
610,Ramon,PH,16.7842,121.535,78.8,92,91,7.05,overcast clouds
611,Atbasar,KZ,51.8,68.3333,89.6,26,42,14.76,scattered clouds
612,Capreol,CA,46.706,-80.9225,53.55,61,20,4.43,few clouds
613,Shaunavon,CA,49.6501,-108.4181,48.2,49,83,4.61,broken clouds
614,Mporokoso,ZM,-9.3727,30.125,79.61,29,44,5.68,scattered clouds
615,Hofn,IS,64.2539,-15.2082,50.02,81,75,14.97,broken clouds
616,Novobirilyussy,RU,56.9514,90.6661,63.99,40,66,4.18,broken clouds
617,Rupert,US,42.6191,-113.6772,44.6,57,1,4.61,clear sky
618,Joao Pinheiro,BR,-17.7425,-46.1725,76.24,43,91,6.89,overcast clouds
619,Jasper,US,37.2001,-94.3502,59.0,84,1,1.01,clear sky
620,Anadyr,RU,64.75,177.4833,43.3,60,0,4.0,clear sky
621,Strazske,SK,48.8735,21.8367,63.45,60,68,12.75,light rain
622,Shubarshi,KZ,48.5872,57.1869,75.58,60,68,23.04,broken clouds
623,Key Largo,US,25.0865,-80.4473,82.02,64,23,8.7,few clouds
624,Flin Flon,CA,54.7682,-101.865,55.24,44,90,7.45,overcast clouds
625,Ipora,BR,-16.4419,-51.1178,76.28,49,98,5.01,overcast clouds
626,Lillesand,NO,58.2488,8.3778,78.35,77,0,11.97,clear sky
627,Pennsauken,US,39.9562,-75.058,55.0,82,90,8.05,overcast clouds
628,Kualakapuas,ID,-3.0091,114.3876,80.76,84,95,5.21,overcast clouds
629,Cocal,BR,-28.6167,-49.35,55.33,68,0,1.39,clear sky
630,Conakry,GN,9.538,-13.6773,84.27,74,75,9.22,broken clouds
631,Quatre Cocos,MU,-20.2078,57.7625,80.71,66,10,9.46,clear sky
632,Buraydah,SA,26.326,43.975,111.65,7,1,4.43,clear sky
633,Sibolga,ID,1.7427,98.7792,78.58,87,67,2.46,broken clouds
634,Batemans Bay,AU,-35.7167,150.1833,46.9,90,5,3.96,clear sky
635,Fayaoue,NC,-20.65,166.5333,72.5,54,1,10.16,clear sky
636,Rodeo,US,38.033,-122.2669,62.19,84,1,2.93,clear sky
637,De Panne,BE,51.0792,2.5917,73.99,56,20,13.8,few clouds
638,Lianran,CN,24.9227,102.485,79.34,74,75,4.74,broken clouds
639,Olinda,BR,-8.0089,-34.8553,78.53,78,40,9.57,scattered clouds
640,Mandalgovi,MN,45.7625,106.2708,49.6,25,100,1.72,overcast clouds
641,Balugaon,IN,20.1667,85.1,94.98,55,6,10.65,light rain
642,Kapiri Mposhi,ZM,-13.9652,28.6809,79.68,20,5,8.14,clear sky
643,Dauriya,RU,49.9333,116.8667,46.36,79,93,13.58,overcast clouds
644,Omboue,GA,-1.5746,9.2618,82.63,72,89,8.66,overcast clouds
645,Gamboula,CF,4.1178,15.1393,91.78,44,75,3.94,broken clouds
646,Lindi,TZ,-10.0,39.7167,83.28,63,51,6.49,broken clouds
647,Aglalana,PH,11.1772,122.6567,78.87,89,99,1.07,light rain
648,Abu Zabad,SD,12.35,29.25,104.9,15,21,8.63,few clouds
649,Geilo,NO,60.5333,8.2076,75.0,23,79,8.01,broken clouds
650,Llangefni,GB,53.2556,-4.3106,68.77,63,20,6.11,few clouds
651,Alghero,IT,40.5589,8.3181,75.29,69,20,9.22,few clouds
652,Sokoni,TZ,-6.4333,39.55,79.54,73,59,10.4,broken clouds
653,Zheshart,RU,62.0731,49.5733,56.43,33,58,3.96,broken clouds
654,Iquitos,PE,-3.7481,-73.2472,71.64,100,75,1.14,broken clouds
655,Damavand,IR,35.7178,52.065,95.0,4,0,20.71,clear sky
656,Kaohsiung,TW,22.6163,120.3133,85.95,78,75,1.14,broken clouds
657,Preili,LV,56.2944,26.7246,57.94,47,49,4.38,scattered clouds
658,Camapua,BR,-19.5314,-54.0439,71.44,67,96,5.88,overcast clouds
659,Moindou,NC,-21.6924,165.677,58.95,70,50,8.34,scattered clouds
660,Cotonou,BJ,6.3654,2.4183,87.78,74,40,16.11,scattered clouds
661,Tilichiki,RU,60.4667,166.1,36.48,80,87,2.24,overcast clouds
662,Jacqueville,CI,5.2052,-4.4146,84.11,74,85,8.61,light rain
663,General Pico,AR,-35.6566,-63.7568,51.75,58,77,9.17,broken clouds
664,Silver City,US,32.7701,-108.2803,60.84,25,1,7.76,clear sky
665,Okmulgee,US,35.6234,-95.9605,60.87,100,1,9.22,clear sky
666,Nicoya,CR,10.1483,-85.452,69.35,84,29,0.98,scattered clouds
667,Yima,CN,34.7381,111.8839,77.52,54,88,7.65,light rain
668,Jalu,LY,29.0331,21.5482,96.96,15,0,12.39,clear sky
669,Altukhovo,RU,52.67,34.36,53.6,58,75,6.71,broken clouds
670,Valparaiso,CL,-33.0393,-71.6273,55.04,58,0,13.11,clear sky
671,Honningsvag,NO,70.9821,25.9704,44.6,76,75,34.52,broken clouds
672,Kitgum,UG,3.2783,32.8867,94.48,22,57,9.08,broken clouds
673,Maumere,ID,-8.6199,122.2111,80.2,75,64,1.63,broken clouds
674,Dali,CN,25.7,100.1833,72.18,57,54,6.46,broken clouds
675,Matagami,CA,49.7502,-77.6328,55.51,50,1,4.07,clear sky
676,Santa Marta,CO,11.2408,-74.199,83.98,70,96,8.01,overcast clouds
677,Carutapera,BR,-1.195,-46.02,80.46,89,17,5.57,few clouds
678,Herat,AF,34.5,62.0,102.79,7,0,22.26,clear sky
679,Murmashi,RU,68.8154,32.8115,51.8,58,75,11.18,broken clouds
680,Te Anau,NZ,-45.4167,167.7167,42.64,94,98,3.98,overcast clouds
681,Padang,ID,-0.9492,100.3543,78.85,85,69,2.15,broken clouds
682,Urusha,RU,54.05,122.9,52.5,90,100,7.52,overcast clouds
683,Latung,PH,5.5,120.8833,83.68,73,100,3.62,overcast clouds
684,Ler,SS,8.3018,30.1418,106.25,17,4,7.05,clear sky
685,Mugan,CN,35.9404,101.3842,57.81,55,99,10.76,overcast clouds
686,San Jose,US,37.3394,-121.895,60.66,83,1,3.44,clear sky
687,Richards Bay,ZA,-28.783,32.0377,69.49,55,89,9.71,overcast clouds
688,Abha,SA,18.2164,42.5053,88.05,7,0,18.41,clear sky
689,Hushitai,CN,41.9322,123.5114,67.91,54,100,6.93,light rain
690,Mathathane,BW,-22.2687,28.7495,66.0,58,100,15.14,overcast clouds
691,Svetlyy,RU,54.675,20.1347,60.85,58,43,6.89,scattered clouds
692,Oktyabrskiy,RU,54.4815,53.471,49.06,94,99,10.04,overcast clouds
693,Paita,PE,-5.0892,-81.1144,66.76,88,86,12.12,overcast clouds
694,General Salgado,BR,-20.6483,-50.3606,69.53,66,99,5.46,overcast clouds
695,Camana,PE,-16.6228,-72.7111,65.03,86,96,8.16,overcast clouds
696,Paidha,UG,2.4167,30.9855,79.95,46,63,9.26,broken clouds
697,Raichur,IN,16.2,77.3667,97.52,31,58,8.37,broken clouds
698,Klagenfurt,AT,46.6247,14.3053,67.42,34,20,5.75,few clouds
699,Hoskote,IN,13.0669,77.7983,89.89,43,40,9.6,scattered clouds
700,Amudat,UG,1.95,34.95,86.63,29,65,16.13,broken clouds
701,Cavalcante,BR,-13.7975,-47.4583,76.69,38,8,5.7,clear sky
702,Baruun-Urt,MN,46.6806,113.2792,48.33,46,82,6.38,broken clouds
703,Nioro,GM,13.35,-15.75,92.52,32,99,6.22,overcast clouds
704,Lewisburg,US,35.4492,-86.7889,57.81,93,1,0.0,clear sky
